Timestamp;speed;output
0;0;4000
1085;0;4000
2086;0;4000
3087;0;4000
4089;0;4000
5087;0;4000
6089;0;4000
7086;0;4000
8088;0;4000
9086;0;4000
10090;0;4000
11088;0;4000
12090;0;4000
13088;0;4000
14090;0;4000
15088;0;4000
16089;0;4000
17087;0;4000
18089;0;4000
19138;0;4000
20091;0;4000
21092;0;4000
22092;0;4000
23089;0;4000
24089;0;4000
25086;0;4000
26087;0;4000
27093;0;4000
28085;0;4000
29091;0;4000
30086;0;4000
31101;0;4000
32090;0;4000
33091;0;4000
34088;0;4000
35089;0;4000
36087;0;4000
37087;0;4000
38093;0;4000
39085;0;4000
40085;0;4000
41086;0;4000
42103;0;4000
43092;0;4000
44093;0;4000
45090;0;4000
46091;0;4000
47088;0;4000
48089;0;4000
49086;0;4000
50090;0;4000
51087;0;4000
52089;0;4000
53100;0;4000
54088;0;4000
55089;0;4000
56087;0;4000
57088;0;4000
58086;0;4000
59087;0;4000
60089;0;4000
61089;0;4000
62087;0;4000
63089;0;4000
64107;0;4000
65087;0;4000
66090;0;4000
67088;0;4000
68090;0;4000
69087;0;4000
70092;0;4000
71090;0;4000
72092;0;4000
73089;0;4000
74091;0;4000
75100;0;4000
76089;0;4000
77091;0;4000
78089;0;4000
79091;0;4000
80092;0;4000
81093;0;4000
82091;0;4000
83093;0;4000
84091;0;4000
85093;0;4000
86101;0;4000
87090;0;4000
88091;0;4000
89086;0;4000
90088;0;4000
91085;0;4000
92086;0;4000
93092;0;4000
94093;0;4000
95090;0;4000
96104;0;4000
97105;0;4000
98085;0;4000
99086;0;4000
100087;0;4000
101087;0;4000
102085;0;4000
103085;0;4000
104091;0;4000
105092;0;4000
106089;0;4000
107090;0;4000
108104;0;4000
109092;0;4000
110087;0;4000
111093;0;4000
112085;0;4000
113091;0;4000
114092;0;4000
115089;0;4000
116090;0;4000
117087;0;4000
118088;0;4000
119100;0;4000
120091;0;4000
121093;0;4000
122090;0;4000
123091;0;4000
124089;0;4000
125091;0;4000
126089;0;4000
127089;0;4000
128087;0;4000
129113;0;4000
130107;0;4000
131087;0;4000
132090;0;4000
133088;0;4000
134089;0;4000
135087;0;4000
136089;0;4000
137087;0;4000
138089;0;4000
139086;0;4000
140115;0;4000
141107;0;4000
142088;0;4000
143090;0;4000
144088;0;4000
145089;0;4000
146087;0;4000
147089;0;4000
148087;0;4000
149089;0;4000
150090;0;4000
151116;0;4000
152100;0;4000
153091;0;4000
154091;0;4000
155088;0;4000
156089;0;4000
157086;0;4000
158087;0;4000
159093;0;4000
160088;0;4000
161085;0;4000
162092;0;4000
163102;0;4000
164090;0;4000
165092;0;4000
166089;0;4000
167090;0;4000
168087;0;4000
169088;0;4000
170088;0;4000
171089;0;4000
172086;0;4000
173105;0;4000
174092;0;4000
175092;0;4000
176092;0;4000
177089;0;4000
178090;0;4000
179088;0;4000
180092;0;4000
181089;0;4000
182090;0;4000
183087;0;4000
184127;0;4000
185092;0;4000
186092;0;4000
187093;0;4000
188091;0;4000
189092;0;4000
190085;0;4000
191086;0;4000
192093;0;4000
193085;0;4000
194092;0;4000
195123;0;4000
196088;0;4000
197127;0;4000
198090;0;4000
199092;0;4000
200093;0;4000
201086;0;4000
202092;0;4000
203085;0;4000
204092;0;4000
205093;0;4000
206238;0;4000
207088;0;4000
208090;0;4000
209088;0;4000
210092;0;4000
211090;0;4000
212092;0;4000
213090;0;4000
214091;0;4000
215089;0;4000
216091;0;4000
217125;0;4000
218088;0;4000
219088;0;4000
220088;0;4000
221089;0;4000
222086;0;4000
223087;0;4000
224093;0;4000
225085;0;4000
226091;0;4000
227092;0;4000
228106;0;4000
229086;0;4000
230090;0;4000
231087;0;4000
232088;0;4000
233085;0;4000
234086;0;4000
235090;0;4000
236091;0;4000
237088;0;4000
238089;0;4000
239101;0;4000
240093;0;4000
241085;0;4000
242091;0;4000
243092;0;4000
244089;0;4000
245090;0;4000
246087;0;4000
247088;0;4000
248085;0;4000
249086;0;4000
250107;0;4000
251087;0;4000
252088;0;4000
253085;0;4000
254087;0;4000
255093;0;4000
256086;0;4000
257092;0;4000
258085;0;4000
259092;0;4000
260088;0;4000
261108;0;4000
262088;0;4000
263090;0;4000
264088;0;4000
265090;0;4000
266088;0;4000
267089;0;4000
268087;0;4000
269089;0;4000
270090;0;4000
271092;0;4000
272105;0;4000
273093;0;4000
274086;0;4000
275092;0;4000
276085;0;4000
277092;0;4000
278085;0;4000
279091;0;4000
280087;0;4000
281085;0;4000
282086;0;4000
283100;0;4000
284088;0;4000
285088;0;4000
286085;0;4000
287086;0;4000
288091;0;4000
289092;0;4000
290092;0;4000
291093;0;4000
292091;0;4000
293091;0;4000
294104;0;4000
295092;0;4000
296085;0;4000
297091;0;4000
298105;0;4000
299093;0;4000
300088;0;4000
301085;0;4000
302086;0;4000
303092;0;4000
304092;0;4000
305106;0;4000
306086;0;4000
307087;0;4000
308085;0;4000
309085;0;4000
310085;0;4000
311086;0;4000
312092;0;4000
313093;0;4000
314090;0;4000
315091;0;4000
316102;0;4000
317091;0;4000
318092;0;4000
319089;0;4000
320085;0;4000
321092;0;4000
322085;0;4000
323091;0;4000
324093;0;4000
325091;0;4000
326093;0;4000
327101;0;4000
328090;0;4000
329092;0;4000
330085;0;4000
331086;0;4000
332093;0;4000
333086;0;4000
334092;0;4000
335085;0;4000
336091;0;4000
337093;0;4000
338105;0;4000
339085;0;4000
340090;0;4000
341088;0;4000
342090;0;4000
343088;0;4000
344089;0;4000
345087;0;4000
346089;0;4000
347087;0;4000
348089;0;4000
349104;0;4000
350086;0;4000
351087;0;4000
352092;0;4000
353093;0;4000
354090;0;4000
355091;0;4000
356088;0;4000
357089;0;4000
358087;0;4000
359087;0;4000
360103;0;4000
361091;0;4000
362093;0;4000
363090;0;4000
364091;0;4000
365088;0;4000
366089;0;4000
367086;0;4000
368085;0;4000
369091;0;4000
370086;0;4000
371104;0;4000
372092;0;4000
373085;0;4000
374091;0;4000
375091;0;4000
376088;0;4000
377089;0;4000
378087;0;4000
379087;0;4000
380088;0;4000
381089;0;4000
382101;0;4000
383090;0;4000
384091;0;4000
385089;0;4000
386089;0;4000
387087;0;4000
388089;0;4000
389087;0;4000
390091;0;4000
391089;0;4000
392091;0;4000
393103;0;4000
394092;0;4000
395085;0;4000
396092;0;4000
397085;0;4000
398092;0;4000
399236;0;4000
400235;0;4000
401235;0;4000
402269;0;4000
403276;0;4000
404106;0;4000
405142;0;4000
406143;0;4000
407290;0;4000
408093;0;4000
409086;0;4000
410087;0;4000
411089;0;4000
412086;0;4000
413088;0;4000
414086;0;4000
415102;0;4000
416090;0;4000
417091;0;4000
418086;0;4000
419087;0;4000
420088;0;4000
421089;0;4000
422086;0;4000
423087;0;4000
424093;0;4000
425085;0;4000
426100;0;4000
427088;0;4000
428090;0;4000
429087;0;4000
430091;0;4000
431088;0;4000
432089;0;4000
433086;0;4000
434087;0;4000
435093;0;4000
436085;0;4000
437102;0;4000
438091;0;4000
439092;0;4000
440092;0;4000
441093;0;4000
442090;0;4000
443091;0;4000
444088;0;4000
445089;0;4000
446086;0;4000
447087;0;4000
448108;0;4000
449087;0;4000
450092;0;4000
451090;0;4000
452092;0;4000
453090;0;4000
454091;0;4000
455089;0;4000
456091;0;4000
457089;0;4000
458090;0;4000
459165;0;4000
460088;0;4000
461090;0;4000
462088;0;4000
463089;0;4000
464087;0;4000
465089;0;4000
466087;0;4000
467089;0;4000
468087;0;4000
469088;0;4000
470089;0;4000
471103;0;4000
472092;0;4000
473085;0;4000
474092;0;4000
475093;0;4000
476091;0;4000
477093;0;4000
478091;0;4000
479092;0;4000
480085;0;4000
481109;0;4000
482104;0;4000
483092;0;4000
484085;0;4000
485091;0;4000
486091;0;4000
487088;0;4000
488089;0;4000
489087;0;4000
490090;0;4000
491088;0;4000
492149;0;4000
493092;0;4000
494092;0;4000
495092;0;4000
496089;0;4000
497090;0;4000
498087;0;4000
499089;0;4000
500089;0;4000
501090;0;4000
502087;0;4000
503124;0;4000
504092;0;4000
505092;0;4000
506093;0;4000
507090;0;4000
508262;0;4000
509085;0;4000
510089;0;4000
511087;0;4000
512087;0;4000
513093;0;4000
514131;0;4000
515085;0;4000
516086;0;4000
517087;0;4000
518085;0;4000
519087;0;4000
520088;0;4000
521089;0;4000
522087;0;4000
523089;0;4000
524087;0;4000
525109;0;4000
526087;0;4000
527085;0;4000
528087;0;4000
529093;0;4000
530089;0;4000
531087;0;4000
532089;0;4000
533086;0;4000
534088;0;4000
535086;0;4000
536126;0;4000
537088;0;4000
538089;0;4000
539091;0;4000
540092;0;4000
541085;0;4000
542091;0;4000
543093;0;4000
544091;0;4000
545092;0;4000
546089;0;4000
547204;0;4000
548087;0;4000
549089;0;4000
550089;0;4000
551090;0;4000
552087;0;4000
553088;0;4000
554085;0;4000
555086;0;4000
556092;0;4000
557093;0;4000
