Timestamp;speed;output
0;0;4000
1087;0;4000
2088;0;4000
3089;0;4000
4091;0;4000
5089;0;4000
6091;0;4000
7089;0;4000
8090;0;4000
9088;0;4000
10093;0;4000
11090;0;4000
12092;0;4000
13101;0;4000
14090;0;4000
15092;0;4000
16090;0;4000
17092;0;4000
18090;0;4000
19092;0;4000
20093;0;4000
21085;0;4000
22092;0;4000
23085;0;4000
24100;0;4000
25090;0;4000
26092;0;4000
27090;0;4000
28091;0;4000
29089;0;4000
30093;0;4000
31089;0;4000
32090;0;4000
33087;0;4000
34088;0;4000
35108;0;4000
36087;0;4000
37088;0;4000
38088;0;4000
39085;0;4000
40089;0;4000
41086;0;4000
42087;0;4000
43093;0;4000
44085;0;4000
45102;0;4000
46104;0;4000
47088;0;4000
48085;0;4000
49086;0;4000
50086;0;4000
51087;0;4000
52093;0;4000
53085;0;4000
54091;0;4000
55092;0;4000
56106;0;4000
57086;0;4000
58087;0;4000
59093;0;4000
60088;0;4000
61085;0;4000
62086;0;4000
63092;0;4000
64093;0;4000
65090;0;4000
66092;0;4000
67104;0;4000
68085;0;4000
69087;0;4000
70087;0;4000
71089;0;4000
72087;0;4000
73088;0;4000
74086;0;4000
75088;0;4000
76085;0;4000
77087;0;4000
78106;0;4000
79090;0;4000
80086;0;4000
81092;0;4000
82085;0;4000
83092;0;4000
84085;0;4000
85091;0;4000
86093;0;4000
87091;0;4000
88108;0;4000
89092;0;4000
90088;0;4000
91089;0;4000
92087;0;4000
93088;0;4000
94086;0;4000
95087;0;4000
96092;0;4000
97092;0;4000
98102;0;4000
99090;0;4000
100086;0;4000
101091;0;4000
102092;0;4000
103089;0;4000
104090;0;4000
105087;0;4000
106088;0;4000
107085;0;4000
108102;0;4000
109090;0;4000
110086;0;4000
111091;0;4000
112092;0;4000
113090;0;4000
114091;0;4000
115088;0;4000
116088;0;4000
117085;0;4000
118086;0;4000
119103;0;4000
120088;0;4000
121089;0;4000
122086;0;4000
123087;0;4000
124093;0;4000
125085;0;4000
126091;0;4000
127092;0;4000
128089;0;4000
129090;0;4000
130101;0;4000
131090;0;4000
132092;0;4000
133090;0;4000
134092;0;4000
135090;0;4000
136091;0;4000
137089;0;4000
138091;0;4000
139089;0;4000
140085;0;4000
141100;0;4000
142092;0;4000
143085;0;4000
144092;0;4000
145093;0;4000
146091;0;4000
147102;0;4000
148091;0;4000
149093;0;4000
150085;0;4000
151108;0;4000
152088;0;4000
153090;0;4000
154088;0;4000
155090;0;4000
156087;0;4000
157089;0;4000
158087;0;4000
159088;0;4000
160089;0;4000
161090;0;4000
162099;0;4000
163087;0;4000
164088;0;4000
165085;0;4000
166086;0;4000
167092;0;4000
168093;0;4000
169090;0;4000
170086;0;4000
171091;0;4000
172092;0;4000
173106;0;4000
174085;0;4000
175086;0;4000
176092;0;4000
177093;0;4000
178090;0;4000
179091;0;4000
180091;0;4000
181092;0;4000
182090;0;4000
183090;0;4000
184107;0;4000
185087;0;4000
186088;0;4000
187085;0;4000
188086;0;4000
189092;0;4000
190087;0;4000
191093;0;4000
192085;0;4000
193091;0;4000
194092;0;4000
195100;0;4000
196088;0;4000
197090;0;4000
198088;0;4000
199090;0;4000
200091;0;4000
201092;0;4000
202090;0;4000
203092;0;4000
204090;0;4000
205092;0;4000
206104;0;4000
207093;0;4000
208087;0;4000
209093;0;4000
210089;0;4000
211087;0;4000
212089;0;4000
213086;0;4000
214088;0;4000
215085;0;4000
216101;0;4000
217090;0;4000
218092;0;4000
219090;0;4000
220086;0;4000
221093;0;4000
222086;0;4000
223092;0;4000
224085;0;4000
225092;0;4000
226093;0;4000
227099;0;4000
228087;0;4000
229088;0;4000
230088;0;4000
231089;0;4000
232086;0;4000
233086;0;4000
234092;0;4000
235093;0;4000
236090;0;4000
237101;0;4000
238090;0;4000
239091;0;4000
240091;0;4000
241092;0;4000
242089;0;4000
243090;0;4000
244087;0;4000
245088;0;4000
246085;0;4000
247086;0;4000
248118;0;4000
249182;0;4000
250117;0;4000
251248;0;4000
252215;0;4000
253173;0;4000
254104;0;4000
255088;0;4000
256085;0;4000
257086;0;4000
258092;0;4000
259106;0;4000
260089;0;4000
261090;0;4000
262088;0;4000
263089;0;4000
264087;0;4000
265088;0;4000
266086;0;4000
267087;0;4000
268085;0;4000
269101;0;4000
270085;0;4000
271086;0;4000
272093;0;4000
273086;0;4000
274093;0;4000
275086;0;4000
276092;0;4000
277085;0;4000
278092;0;4000
279093;0;4000
280104;0;4000
281093;0;4000
282087;0;4000
283085;0;4000
284086;0;4000
285093;0;4000
286086;0;4000
287092;0;4000
288085;0;4000
289092;0;4000
290107;0;4000
291087;0;4000
292088;0;4000
293093;0;4000
294085;0;4000
295091;0;4000
296092;0;4000
297089;0;4000
298090;0;4000
299087;0;4000
300105;0;4000
301087;0;4000
302088;0;4000
303085;0;4000
304086;0;4000
305092;0;4000
306093;0;4000
307090;0;4000
308091;0;4000
309088;0;4000
310104;0;4000
311092;0;4000
312085;0;4000
313091;0;4000
314092;0;4000
315089;0;4000
316090;0;4000
317087;0;4000
318088;0;4000
319089;0;4000
320089;0;4000
321105;0;4000
322088;0;4000
323089;0;4000
324086;0;4000
325087;0;4000
326092;0;4000
327085;0;4000
328092;0;4000
329093;0;4000
330086;0;4000
331101;0;4000
332090;0;4000
333092;0;4000
334090;0;4000
335092;0;4000
336090;0;4000
337091;0;4000
338089;0;4000
339091;0;4000
340092;0;4000
341085;0;4000
342104;0;4000
343085;0;4000
344087;0;4000
345093;0;4000
346086;0;4000
347093;0;4000
348086;0;4000
349092;0;4000
350088;0;4000
351086;0;4000
352102;0;4000
353091;0;4000
354093;0;4000
355101;0;4000
356090;0;4000
357092;0;4000
358088;0;4000
359088;0;4000
360088;0;4000
361089;0;4000
362107;0;4000
363087;0;4000
364088;0;4000
365085;0;4000
366086;0;4000
367092;0;4000
368093;0;4000
369090;0;4000
370085;0;4000
371091;0;4000
372102;0;4000
373091;0;4000
374092;0;4000
375089;0;4000
376090;0;4000
377087;0;4000
378088;0;4000
379085;0;4000
380089;0;4000
381086;0;4000
382087;0;4000
383102;0;4000
384090;0;4000
385092;0;4000
386089;0;4000
387090;0;4000
388087;0;4000
389088;0;4000
390088;0;4000
391089;0;4000
392086;0;4000
393100;0;4000
394089;0;4000
395092;0;4000
396090;0;4000
397091;0;4000
398089;0;4000
399091;0;4000
400092;0;4000
401085;0;4000
402092;0;4000
403101;0;4000
404090;0;4000
405093;0;4000
406090;0;4000
407092;0;4000
408090;0;4000
409092;0;4000
410093;0;4000
411086;0;4000
412092;0;4000
413100;0;4000
414089;0;4000
415091;0;4000
416088;0;4000
417090;0;4000
418088;0;4000
419089;0;4000
420091;0;4000
421092;0;4000
422090;0;4000
423100;0;4000
424088;0;4000
425089;0;4000
426086;0;4000
427087;0;4000
428093;0;4000
429085;0;4000
430085;0;4000
431086;0;4000
432092;0;4000
433092;0;4000
434102;0;4000
435085;0;4000
436086;0;4000
437092;0;4000
438093;0;4000
439090;0;4000
440085;0;4000
441091;0;4000
442092;0;4000
443089;0;4000
444090;0;4000
445105;0;4000
446087;0;4000
447088;0;4000
448085;0;4000
449086;0;4000
450086;0;4000
451087;0;4000
452093;0;4000
453085;0;4000
454091;0;4000
455092;0;4000
456187;0;4000
457089;0;4000
458091;0;4000
459089;0;4000
460085;0;4000
461091;0;4000
462093;0;4000
463091;0;4000
464092;0;4000
465090;0;4000
466099;0;4000
467088;0;4000
468090;0;4000
469088;0;4000
470093;0;4000
471090;0;4000
472092;0;4000
473090;0;4000
474092;0;4000
475090;0;4000
476091;0;4000
477099;0;4000
478088;0;4000
479090;0;4000
480091;0;4000
481093;0;4000
482091;0;4000
483093;0;4000
484090;0;4000
485092;0;4000
486090;0;4000
487101;0;4000
488090;0;4000
489090;0;4000
490090;0;4000
491091;0;4000
492088;0;4000
493089;0;4000
494086;0;4000
495086;0;4000
496092;0;4000
497093;0;4000
498105;0;4000
499087;0;4000
500091;0;4000
501088;0;4000
502089;0;4000
503086;0;4000
504087;0;4000
505092;0;4000
506085;0;4000
507090;0;4000
508106;0;4000
509086;0;4000
510090;0;4000
511087;0;4000
512088;0;4000
513085;0;4000
514086;0;4000
515092;0;4000
516093;0;4000
517090;0;4000
518091;0;4000
519101;0;4000
520087;0;4000
521088;0;4000
522085;0;4000
523086;0;4000
524093;0;4000
525085;0;4000
526092;0;4000
527085;0;4000
528091;0;4000
529103;0;4000
530086;0;4000
531088;0;4000
532086;0;4000
533088;0;4000
534085;0;4000
535087;0;4000
536085;0;4000
537086;0;4000
538093;0;4000
539086;0;4000
540100;0;4000
541090;0;4000
542092;0;4000
543090;0;4000
544091;0;4000
545089;0;4000
546091;0;4000
547089;0;4000
548091;0;4000
549089;0;4000
550085;0;4000
551104;0;4000
552085;0;4000
553087;0;4000
554092;0;4000
555093;0;4000
556089;0;4000
557105;0;4000
558085;0;4000
559086;0;4000
560087;0;4000
561105;0;4000
562085;0;4000
563086;0;4000
564092;0;4000
565093;0;4000
566090;0;4000
567091;0;4000
568088;0;4000
569089;0;4000
570089;0;4000
571103;0;4000
572092;0;4000
573093;0;4000
574090;0;4000
575091;0;4000
576088;0;4000
577089;0;4000
578086;0;4000
579087;0;4000
580087;0;4000
581088;0;4000
582102;0;4000
583085;0;4000
584086;0;4000
585092;0;4000
586093;0;4000
587090;0;4000
588091;0;4000
589089;0;4000
590085;0;4000
591091;0;4000
592101;0;4000
593090;0;4000
594093;0;4000
595090;0;4000
596092;0;4000
597090;0;4000
598091;0;4000
599089;0;4000
600085;0;4000
601092;0;4000
602085;0;4000
603102;0;4000
604091;0;4000
605093;0;4000
606091;0;4000
607093;0;4000
608090;0;4000
609092;0;4000
610093;0;4000
611086;0;4000
612093;0;4000
613086;0;4000
614104;0;4000
615085;0;4000
616087;0;4000
617085;0;4000
618086;0;4000
619093;0;4000
620087;0;4000
621092;0;4000
622093;0;4000
623090;0;4000
624100;0;4000
625089;0;4000
626090;0;4000
627087;0;4000
628088;0;4000
629085;0;4000
630089;0;4000
631086;0;4000
632086;0;4000
633092;0;4000
634130;0;4000
635090;0;4000
636091;0;4000
637089;0;4000
638089;0;4000
639086;0;4000
640090;0;4000
641087;0;4000
642088;0;4000
643085;0;4000
644086;0;4000
645106;0;4000
646085;0;4000
647086;0;4000
648092;0;4000
649093;0;4000
650093;0;4000
651085;0;4000
652091;0;4000
653092;0;4000
654089;0;4000
655091;0;4000
656103;0;4000
657092;0;4000
658102;0;4000
659092;0;4000
660088;0;4000
661085;0;4000
662087;0;4000
663085;0;4000
